54 Moksh 78 82 94 16 5 2001 
55 Navodit 52 80 83 28 10 2003 
56 Nimit 100 52 59 25 8 2001 
57 Nirvaan 73 67 73 19 2 2001 
58 Nishith 88 71 65 20 9 2003 
59 Ohas 74 73 55 10 3 2002 
60 Ojas 65 85 66 11 1 2001 
61 Parv 75 57 64 6 2 2002 
62 Pranay 87 74 54 6 5 2002 
63 Pratham 73 83 85 23 9 2002 
64 Pura 89 89 72 24 8 2003 
65 Raghav 77 56 68 19 4 2001 
66 Ranbir 53 99 80 28 9 2001 
67 Reyansh 91 97 76 2 12 2002 
68 Ritvi 100 74 89 11 5 2001 
69 Rya 73 58 83 7 7 2002 
70 Rudransh 70 68 59 6 6 2003 
71 Saatvik 59 80 93 5 10 2001 
72 Savar 59 74 56 14 4 2002 
73 Sahil 55 58 97 5 8 2001 
74 Saksham 63 86 63 9 10 2001 
75 Suman 84 88 80 12 11 2002 
76 Samar 93 81 54 1 12 2003 
77 Shaan 63 61 52 10 4 2003 
78 Sahaj 95 69 97 7 6 2002 
79 Shayana 93 91 76 1 8 2002 
80 Shlok 78 99 86 3 11 2002 
81 Shreya 79 65 53 19 2 2002 
82 Stuvan 88 70 91 15 5 2001 
83 Suveer 68 98 78 9 7 2003 
84 Taksh 58 84 60 16 8 2001 
85 Tanvik 58 74 89 22 10 2003 
86 Tanm 74 82 99 9 7 2001 
87 Tej 74 79 68 12 6 2002 
88 Ujjwal 88 67 57 18 8 2002 
89 Uma 88 57 78 25 6 2001 
90 Uthkars 62 95 96 21 8 2001 
91 Vaibhav 53 53 76 5 7 2001 
92 Vihaan 100 63 55 4 4 2002 
93 Viraj 56 88 84 13 7 2002 
94 Virat 59 85 92 25 6 2003 
95 Vivaan 95 84 91 17 7 2002 
96 Yug 58 54 89 10 5 2002 
97 Yuvaan 95 51 55 17 7 2002 
98 Yuvr 90 59 66 9 9 2001 
99 Zain 98 69 89 25 9 2002 
100 Zeeshan 53 71 92 19 5 2002 
101 Aadrika 89 58 65 1 10 2002 
102 Aarya 69 54 88 15 2 2002 
103 Aarna 95 63 89 19 6 2001 
104 Aaradhita 96 63 66 19 5 2003 
105 Aarohi 82 91 88 10 7 2001 
106 Aasiya 91 54 60 21 1 2001 
107 Adhira 75 88 55 20 7 2002 
108 Advika 94 94 80 24 4 2002 
109 Ahana 67 62 65 3 9 2003 
110 Amyra 62 58 65 21 6 2003 
111 Aayat 87 89 71 27 11 2003 
112 Akshara 72 82 57 7 11 2002 
113 Anahita 95 78 66 10 9 2002 
114 Anaisha 51 92 82 12 6 2001 
115 Anika 84 100 74 26 1 2001 
116 Anvi 88 56 73 19 10 2003 
117 Ananya 86 95 95 19 9 2002 
118 Arushi 81 69 95 19 11 2003 
119 Aradhya 84 66 85 3 12 2001 
120 Bhamini 94 71 73 13 5 2001 
121 Charvi 57 67 99 4 10 2001 
122 Dhriti 85 69 94 19 6 2003 
123 Disha 74 56 58 2 9 2001 
124 Diva 76 95 84 3 2 2003 
125 Drishya 93 75 73 9 1 2003 
126 Ela 81 68 99 26 3 2002 
127 Eshana 60 68 85 28 12 2002 
128 Eenakshi 94 70 63 6 10 2003 
129 Hamsika 81 57 84 14 12 2001 
130 Hrishita 56 60 58 17 1 2001 
131 Hrida 67 90 61 15 7 2001 
132 Inaaya 76 81 57 13 6 2001 
133 Inayat 73 69 81 15 4 2001 
134 Ishita 84 78 84 4 7 2001 
135 Ishani 75 78 90 20 12 2001 
136 Ira 69 87 64 19 5 2002 
137 Jaisvi 98 59 68 27 10 2003 
138 Jhanvi 73 55 79 28 11 2003 
139 Jivika 54 73 84 10 5 2002 
140 Jiya 100 99 59 8 7 2003 
141 Kashvi 58 93 90 25 2 2003 
142 Kavya 54 51 58 23 6 2003 
143 Keya 84 83 51 6 5 2003 
144 Khanak 62 82 80 24 4 2001 
145 Khushi 58 60 78 10 10 2001 
146 Kiara 68 78 86 13 11 2003 
147 Kimaya 71 92 68 26 4 2003 
148 Lasya 77 53 91 19 4 2001 
149 Lavanya 97 73 75 27 7 2001 
150 Mahika 70 78 63 6 4 2001 
151 Maitreyi 53 93 75 9 3 2001 
152 Mannat 52 90 71 28 9 2002 
153 Miraya 89 92 70 14 5 2002 
154 Mishika 55 57 99 4 10 2003 
155 Medhasvini 99 93 53 14 1 2003 
156 Myra 83 53 99 13 7 2001 
157 Naira 97 59 53 10 4 2002 
158 Naisha 76 93 85 14 12 2002 
159 Nakshatra 57 63 58 17 1 2001 
160 Navya 98 72 55 11 12 2001 
161 Nayantara 57 64 67 16 7 2003 
162 Nehmat 66 64 90 17 2 2002 
163 Nitara 94 74 79 23 1 2001 
164 Nitya 52 86 82 10 1 2001 
165 Ojasvini 68 56 67 8 4 2001 
166 Oorja 88 60 55 6 2 2002 
167 Pari 53 81 52 10 2 2002 
168 Parinaaz 78 69 79 22 3 2001 
169 Pihu 88 84 75 25 12 2002 
170 Pranavi 68 81 55 28 11 2001 
171 Prisha 53 66 56 4 9 2002 
172 Renee 76 89 77 3 1 2003 
173 Rhea 83 67 63 11 1 2001 
174 Riya 88 96 90 7 6 2002 
175 Rudrani 92 64 67 18 6 2001 
176 Saanvi 80 63 56 3 4 2003 
177 Samaira 53 97 80 13 1 2003 
178 Sana 85 72 63 9 1 2001 
179 Sara 96 83 64 16 7 2001 
180 Seher 51 77 69 10 12 2002 
181 Shanaya 72 65 75 18 12 2001 
182 Sharanya 67 98 84 9 6 2001 
183 Siya 83 62 65 11 3 2002 
184 Suhana 82 73 76 14 7 2002 
185 Tanya 94 85 52 16 9 2002 
186 Tarini 96 75 93 6 8 2001 
187 Tiya 85 66 58 12 11 2002 
188 Trisha 81 80 95 28 12 2003 
189 Urvi 89 77 89 12 8 2002 
190 Vanya 81 90 56 5 8 2001 
191 Vaidehi 57 57 74 15 1 2001 
192 Vardaniya 66 70 78 25 5 2001 
193 Vedika 53 51 86 5 4 2001 
194 Vihaana 51 73 69 8 3 2002 
195 Yashasvini 52 72 100 2 7 2001 
196 Yashvi 66 63 91 21 4 2002 
197 Zaina 73 62 83 23 12 2003 
198 Zaira 100 87 70 4 2 2003 
199 Zara 79 91 63 7 10 2001 
200 Zoya 95 53 80 13 2 2001 
201 Aaradhya 91 70 99 10 11 2001 
202 Adah 68 72 96 26 2 2003 
203 Adhira 92 92 88 7 8 2003 
204 Alisha 77 92 51 23 5 2003 
205 Amoli 99 74 70 7 8 2001 
206 Anaisha 87 59 67 6 9 2003 
207 Ananya 98 93 82 24 7 2001 
208 Anika 76 80 71 27 8 2001 
209 Anushka 55 83 76 22 1 2002 
210 Asmee 81 60 64 2 8 2002 
211 Avni 57 83 91 9 7 2001 
212 Carina 56 93 86 7 9 2003 
213 Drishti 99 84 78 24 4 2001 
214 Hiya 65 99 53 5 2 2002 
215 Ira 73 64 63 21 9 2002 
216 Ishana 71 95 71 24 10 2002 
217 Ishita 77 60 91 27 12 2002 
218 Kaia 64 88 73 17 9 2002 
219 Kashvi 57 75 91 6 8 2001 
220 Keya 86 93 73 23 11 2001 
221 Kimaya 92 90 51 4 9 2003 
222 Krisha 61 75 79 14 12 2002 
223 Larisa 84 63 88 7 12 2001 
224 Mahika 84 85 53 9 11 2001 
225 Mayra 60 81 86 4 6 2002 
226 Mehar 81 63 71 4 1 2001 
227 Mirai 100 53 73 15 10 2002 
228 Mishka 75 57 90 22 8 2001 
229 Naitee 61 90 79 2 10 2001 
230 Navya 81 81 79 16 12 2003 
231 Nehrika 85 52 74 23 8 2002 
232 Neysa 91 76 51 4 4 2001 
233 Pavati 90 79 75 8 5 2002 
234 Prisha 54 66 94 5 7 2002 
235 Ryka 99 80 100 18 9 2003 
236 Rebecca 59 82 58 3 5 2001 
237 Saanvi 51 85 93 20 8 2002 
238 Sahana 74 56 74 28 11 2003 
239 Sai 90 66 59 16 2 2001 
240 Saisha 54 81 97 24 9 2002 
241 Saloni 51 75 67 8 4 2003 
242 Shanaya 56 51 91 2 7 2002 
243 Shrishti 72 85 51 17 3 2001 
244 Sneha 57 97 84 11 7 2002 
245 Taahira 69 56 92 22 3 2003 
246 Taara 81 66 61 14 12 2003 
247 Tanvi 73 60 92 14 8 2002 
248 Viti 63 72 73 25 12 2002 
249 Zara 96 96 98 21 7 2002 
250 Aahva 72 91 76 7 9 2001 
251 Aadiv 71 93 91 4 7 2002 
252 Aarav 93 69 87 26 5 2002 
253 Akanksh 93 58 55 8 7 2002 
254 Alex 58 96 52 6 3 2003 
255 Anant 55 65 80 16 7 2003 
256 Atiksh 60 75 94 26 8 2003 
257 Ayaan 55 57 93 1 10 2001 
258 Bhuv 77 87 88 23 4 2002 
259 Dasya 92 73 89 3 9 2003 
260 Gian 55 80 92 6 6 2001 
261 Hem 65 88 98 4 3 2002 
262 Idhant 59 89 85 8 3 2003 
263 Ishank 89 76 76 27 6 2001 
264 Jash 61 66 69 13 8 2003 
265 Jay 76 99 55 21 3 2002 
266 Joseph 58 68 79 27 7 2001 
267 Kabir 76 79 55 25 4 2001 
268 Kahaan 84 70 52 8 8 2003 
269 Kairav 95 62 82 2 1 2001 
270 Kevin 60 81 63 9 1 2001 
271 Laksh 51 51 77 21 10 2001 
272 Luv 71 85 64 27 2 2003 
273 Manan 78 77 74 13 4 2002 
274 Mohammad 97 92 80 15 7 2001 
275 Naksh 54 77 74 27 11 2003 
276 Nimit 74 59 85 17 2 2001 
277 Nirav 51 69 82 22 4 2003 
278 Pahal 63 81 63 12 7 2002 
279 Parv 66 78 90 15 4 2002 
280 Pranay 70 56 52 9 4 2002 
281 Rachit 89 79 67 8 6 2003 
282 Raj 81 80 77 2 7 2003 
283 Ranbir 98 62 61 3 5 2002 
284 Raunak 59 55 60 18 7 2003 
285 Reyansh 63 99 81 9 5 2003 
286 Rishaan 76 66 63 6 6 2002 
287 Rishit 74 79 87 15 4 2003 
288 Rohan 65 54 65 12 2 2001 
289 Rudra 60 93 85 3 12 2002 
290 Rushil 82 97 53 14 11 2003 
291 Sadhil 83 58 77 21 4 2001 
292 Sarthak 51 54 73 28 4 2003 
293 Taarush 89 84 84 9 7 2002 
294 Taksh 66 81 66 25 8 2001 
295 Ved 87 92 79 26 2 2001 
296 Vihaan 71 56 90 14 6 2002 
297 Vivaan 59 68 92 3 4 2001 
298 Yash 87 96 64 2 10 2001 
299 Yug 84 72 89 18 10 2003 
300 Zuber 80 92 68 9 2 2001 
301 aabha 72 84 51 16 3 2001 
302 aabharan 91 83 86 17 11 2003 
303 aabheer 53 52 83 27 8 2002 
304 aachman 55 88 96 15 2 2001 
305 or 71 67 63 20 10 2002 
306 aadarsh 59 95 90 23 12 2001 
307 aadhira 64 91 89 28 11 2002 
308 aadhishankar 79 52 52 17 2 2001 
309 adwaitha 70 74 91 25 4 2001 
310 aadhunik 54 80 68 14 8 2003 
311 aadi 96 54 99 15 2 2001 
312 aadidev 89 64 82 25 10 2001 
313 aadinath 95 78 91 26 4 2001 
314 aadit 78 100 63 8 4 2003 
315 aaditeya 60 94 57 27 9 2002 
316 aaditya 74 76 68 14 3 2001 
317 aadya 83 98 96 16 4 2003 
318 aafreen 64 95 82 16 1 2001 
319 aagam 91 93 87 3 6 2002 
320 aagneya 98 62 87 11 12 2001 
321 aahlaad 66 54 70 8 12 2003 
322 aahlaadith 72 64 68 21 3 2001 
323 aahva 97 72 59 6 12 2001 
324 aahwaanith 95 60 53 4 12 2001 
325 aakaash 94 52 81 17 5 2001 
326 aakanksh 87 87 64 19 7 2001 
327 aakar 93 54 74 2 3 2003 
328 aakarshan 69 73 81 2 6 2002 
329 aakash 94 100 69 28 6 2001 
330 aalam 92 69 71 19 3 2001 
331 aalap 100 100 98 15 10 2001 
332 aalok 62 59 65 22 7 2003 
333 aamod 69 68 82 4 2 2001 
334 aanand 53 54 84 27 8 2003 
335 aanandswarup 79 73 82 12 10 2001 
336 aandaleeb 84 73 81 12 11 2001 
337 aanjaneya 51 88 70 21 5 2001 
338 aapt 84 53 66 14 1 2002 
339 aaradhak 82 68 93 11 8 2003 
340 aarnav 81 77 98 7 3 2001 
341 adalarasu 93 96 59 20 7 2002 
342 adarsh 71 91 73 18 10 2001 
343 bibhas 96 56 66 23 8 2003 
344 bibhavasu 56 64 76 23 2 2001 
345 bijal 65 52 94 17 7 2001 
346 bikram 79 77 51 11 7 2003 
347 bilva 95 52 92 19 7 2003 
348 bimal 94 95 92 22 11 2001 
349 bindusar 94 78 60 19 12 2002 
350 birbal 99 78 86 17 7 2002 
351 bitasok 56 66 63 1 2 2003 
352 bodhan 89 96 79 4 10 2003 
353 boudhayan 57 76 90 11 6 2002 
354 brahma 66 89 69 28 3 2002 
355 brahmaji 85 94 64 10 8 2003 
356 brahmabrata 71 100 83 23 4 2002 
357 brahmadutt 100 54 97 28 3 2002 
358 chaanakya 95 74 60 10 11 2001 
359 chaaruchandra 53 65 69 12 2 2002 
360 chaarudatt 75 62 53 6 4 2003 
361 chaaruhaas 75 53 69 22 3 2001 
362 chahel 53 90 70 22 3 2003 
363 chain 56 87 95 16 12 2003 
364 chaitan 67 88 83 15 3 2001 
365 chaitanya 61 98 85 9 9 2001 
366 chakor 63 71 86 25 9 2003 
367 chakradev 95 57 73 21 11 2001 
368 chakradhar 93 85 68 22 8 2003 
369 darpak 98 77 57 16 11 2001 
370 darpan 53 76 72 22 2 2002 
371 darsh 87 82 64 25 9 2001 
372 darshak 57 73 91 24 5 2003 
373 darshan 75 59 98 13 1 2001 
374 darshit 98 83 92 10 6 2002 
375 daruka 76 56 68 14 1 2002 
376 dasharath 92 51 95 26 8 2001 
377 dasharathi 87 57 67 24 1 2002 
378 dasmaya 96 85 70 7 5 2001 
379 datta 72 71 70 15 11 2003 
380 dattatreya 85 100 95 7 6 2001 
381 dattey 89 62 54 8 5 2003 
382 daya 85 60 54 12 4 2001 
383 dayaal 69 92 92 25 6 2002 
384 dayada 90 94 86 23 11 2003 
385 dayakar 61 95 85 28 1 2001 
386 dayakara 94 54 65 22 12 2003 
387 dayamay 65 80 59 8 4 2003 
388 dayanand 86 83 56 8 6 2002 
389 dayanidhi 69 54 58 14 11 2003 
390 hriday 95 70 88 22 5 2001 
391 hridayanand 96 67 88 22 6 2003 
392 hridayesh 62 98 82 16 12 2003 
393 hridaynath 72 63 55 4 1 2001 
394 hridik 97 57 68 27 9 2002 
395 hridyanshu 75 77 93 10 9 2002 
396 hriman 52 70 75 9 3 2002 
397 hrishi 97 67 75 12 9 2003 
398 hrishikesh 66 79 56 25 5 2001 
399 hrithik 99 67 59 1 11 2001 
400 jagad 51 87 82 26 5 2003 
401 jagadayu 97 64 92 5 6 2001 
402 jagadbandu 95 54 92 26 4 2002 
403 jagadeep 71 95 58 9 10 2001 
404 jagadev 89 89 84 23 8 2003 
405 jagadhish 81 64 62 18 10 2003 
406 jagajeet 59 82 79 15 12 2003 
407 jagajeevan 97 97 69 13 2 2003 
408 jagan 89 60 90 15 8 2001 
409 jaganmay 57 96 64 11 11 2003 
410 jagannath 52 68 87 2 6 2002 
411 jagatbehari 73 74 54 21 2 2001 
412 jagatguru 92 86 67 20 3 2003 
413 jagath 58 64 72 22 7 2001 
414 jagatkishor 57 97 86 15 1 2002 
415 jagatpal 62 69 73 14 1 2003 
416 jagatprabhu 71 85 96 14 9 2003 
417 jagatprakash 58 55 93 27 7 2001 
418 jagatveer 65 61 66 13 9 2003 
419 jagdeep 56 98 71 1 9 2002 
420 jagdeo 62 96 60 15 9 2003 
421 jagdish 98 76 68 19 10 2001 
422 kanhaiya 51 56 86 22 8 2001 
423 kanhaiyalal 62 70 84 20 7 2001 
424 kanish 74 79 51 23 2 2002 
425 kanishk 92 64 59 18 10 2001 
426 kanishka 59 88 62 14 10 2003 
427 kanishta 69 83 71 17 4 2002 
428 kanj 90 70 68 15 9 2002 
429 kantilal 68 95 60 7 10 2003 
430 kantimoy 66 84 94 23 1 2002 
431 kanu 90 69 52 18 7 2001 
432 kanv 80 72 60 27 2 2002 
433 kanvar 95 75 70 28 8 2002 
434 kanwal 65 61 79 21 3 2002 
435 kanwaljeet 60 56 90 16 12 2002 
436 kanwalkishore 79 95 86 9 5 2003 
437 khagesh 83 54 77 26 9 2002 
438 khairiya 78 85 88 9 7 2002 
439 khajit 85 60 70 16 5 2001 
440 khalid 57 98 95 28 11 2001 
441 kharanshu 82 61 76 10 1 2001 
442 khazana 96 64 59 15 1 2003 
443 khemchand 68 83 64 11 3 2002 
444 khemprakash 87 72 92 5 4 2001 
445 khushal 58 96 91 28 1 2002 
446 khushwant 92 99 82 20 6 2001 
447 kindam 81 61 63 25 3 2002 
448 kinshuk 73 70 66 27 3 2003 
449 kintan 87 63 54 12 10 2003 
450 kiraat 100 89 69 15 3 2002 
451 kiran 75 75 69 24 6 2002 
452 kiranmay 81 96 64 13 9 2002 
453 kirat 84 68 85 7 4 2001 
454 kiratidev 58 76 77 19 5 2003 
455 kireet 99 55 80 6 1 2002 
456 kirik 55 72 72 12 11 2001 
457 kirin 86 62 94 19 10 2001 
458 kirit 53 96 82 10 1 2001 
459 kiritmani 62 91 54 12 9 2002 
460 madin 94 95 70 18 10 2001 
461 madur 71 51 84 27 12 2001 
462 magadh 98 78 86 9 9 2003 
463 magan 96 83 69 12 2 2002 
464 maha 74 69 86 22 3 2002 
465 mahabahu 57 65 70 1 3 2002 
466 mahabala 65 88 91 20 10 2003 
467 mahadev 78 82 63 9 2 2001 
468 mahaj 80 86 87 8 6 2002 
469 mahakaya 56 53 62 8 12 2001 
470 mahaketu 100 53 94 23 7 2003 
471 mahakram 84 57 69 6 9 2003 
472 mahamani 95 98 55 8 11 2003 
473 mahamati 56 63 55 8 3 2002 
474 mahanidhi 57 63 76 5 11 2002 
475 medh 53 92 91 1 10 2002 
476 medhansh 90 83 85 10 12 2001 
477 meer 74 80 85 28 4 2001 
478 megh 80 55 81 20 6 2001 
479 megha 73 60 91 21 5 2002 
480 meghaj 76 57 53 25 9 2003 
481 meghan 62 87 71 8 3 2002 
482 meghashyam 77 87 58 21 2 2003 
483 meghdutt 71 88 74 26 11 2001 
484 meghnaad 86 64 93 9 1 2003 
485 meghnad 86 94 78 22 9 2003 
486 meghraj 85 93 87 1 11 2003 
487 mehaan 93 56 95 6 9 2001 
488 naishadh 56 91 72 17 5 2003 
489 nakhraj 91 81 71 21 11 2002 
490 naksatraraja 72 60 96 8 3 2001 
491 nakshatra 94 71 88 11 12 2001 
492 nakul 97 58 65 12 3 2002 
493 nal 59 60 87 24 3 2002 
494 nalesh 89 82 71 18 12 2003 
495 nalin 98 78 71 28 8 2003 
496 nalinaksh 76 83 87 10 12 2001 
497 nalinaksha 59 66 54 16 7 2003 
498 nalinikant 89 53 88 11 6 2001 
499 nabarun 65 64 91 18 4 2002 
500 nabendu 100 98 54 6 4 2001 
501 shrey 95 82 79 1 1 2002 
